,title,description,link,published
41,อยากถามว่าเรื่องนี่คือเรื่องอะไร?,อยากถามว่าเรื่องนี่คือเรื่องอะไร? https://twitter.com/eriol_S2/status/1324730930519371776?s=09,https://pantip.com/topic/40522113,"Mon, 15 Feb 2021 14:43:35 +0700"
42,ช่วยด้วยครับ ต้นไม้ใบแห้ง ร่วง ตามๆกันเลย,ต้นไม้ที่บ้านใบแห้งแล้วก็ค่ายๆร่วงตามๆกันไปครับ รบกวนผู้รู้ช่วยด้วย,https://pantip.com/topic/40522112,"Mon, 15 Feb 2021 14:42:46 +0700"
43,ตามหาการ์ตูนแมวเรื่องหนึ่งประมาณช่วงเกือบ5ปี ??????,เนื้อหาประมาณน้องแมวแอบกินอะไรสักอย่างจนตัวใหญ่ทะลุกำแพงบ้าน จนมีนางฟ้ามาช่วยเสกให้น้องตัวเล็กลงและอุ้มน้อง ถ้าจำไม่ผิดเหมือนจะอุ้มและขึ้นก้อนเมฆไปบนท้องฟ้าละช่วงนั้นแหละจะมีเพลงประกอบ ใครรู้บอกหน่อยอ,https://pantip.com/topic/40522111,"Mon, 15 Feb 2021 14:42:25 +0700"
44,ออกกำลังกายเพิ่มน้ำหนัก,ผมสูง152หนัก44.กิโลตอนเริ่มออกกำลังกายและกินใข่มากขึ้นโดยกินไข่อย่างน้อยไห้ได้วันละ6-8ฟองต่อวันส่วนข้าวก็กินประมาณ700-800กรัมทุกมื้อ(ปกติผมก็กินข้าวเท้านี้แต่ไข่ไม่ค่อยกิน)ผ่านไป15วันเพิ่มเป็น46กก.คือ,https://pantip.com/topic/40522110,"Mon, 15 Feb 2021 14:42:11 +0700"
45,ชอบMVไหนของBLACKPINKมากที่สุด,ตามหัวข้อเลยค่ ส่วนตัวชอบlovesicks girlกับhow you like thatมากที่สุด,https://pantip.com/topic/40522109,"Mon, 15 Feb 2021 14:41:40 +0700"
46,อยากได้ชื่อลูกที่มีทั้ง อและต,ตามนั้นเลยค่ะ ขอ2ชื่อนะคะ น้องแฝดชายชายค้าบ^^ แม่ชื่อไอติม พ่อชื่ออาร์ทค่ะ มีในใจว่าน้องออโต้ คิดได้แค่ชือเดียว5555 เดี๋ยวน้องอีกคนจะน้อยใจ แง้งง😅 อีกคนเราอยากให้ชื่อติณณ์นะ แต่คนพ่อบอกว่างั้นก็มีแค่,https://pantip.com/topic/40522108,"Mon, 15 Feb 2021 14:41:36 +0700"
47,เคยลองทำฝรั่งคลุกบ๊วยสูตรไหนกันบ้างคะ,เมนู ฝรั่งคลุกบ๊วยสูตรของเราค่ะ สูตรแบบบ้านๆ ทำทานเอง ฝรั่ง 2 ลูก บ๊วยดอง 1 ลูก น้ำบ๊วยดอง 3 ชช. บ๊วยเค็ม 6 เม็ด น้ำเชื่อม 6 ชช. เกลือทะเล 1 ชช. วิธีทำ 1. เฉาะฝรั่งแข่เย็นทั้งลูก ปอกเปลือก แล้วนำมาแช่,https://pantip.com/topic/40522107,"Mon, 15 Feb 2021 14:41:22 +0700"
48,ยืนยันตัวตน G wallet,หลังจากแสกนบัตรประชาชน กรอก otp แล้วแสกนหน้าเสร็จ หลังจากนั้น เราต้องรอ การตรวจสอบผ่านsms นานไหม ว่าเรา ยืนยันตัวตนผ่าน,https://pantip.com/topic/40522106,"Mon, 15 Feb 2021 14:41:05 +0700"
49,เรานะ,คือหนูเอาเบอร์โทรที่สมัครคนละครึ่ง แล้วมาทำเราชนะ แต่บัตรประชาชนคนล่ะคนค่ะ แต่เบอร์เดียวกันค่ะ ต้องทำไงค่ะ,https://pantip.com/topic/40522105,"Mon, 15 Feb 2021 14:40:48 +0700"
50,"มหกรรมไกล่เกลี่ยหนี้ "" ได้ประสานงาน ก่อนจะจัดโครงการ มั้ยครับ""",พอดี เห็นว่าเข้าร่วมทั้ง ธนาคารแห่งประเทศไทย กรมบังคับคดี ทั้ง ธนาคารอีกตั้งหลายแห่ง เคสแรก ค้างชำระ 3เดือน เคสสอง อยู่ในชั้นไกล่เกลี่ย หรือ ขึ้นศาลแล้ว เคสสาม อยู่ในชั้นบังคับคดี แต่จากวันนี้ที่โทรสอ,https://pantip.com/topic/40522104,"Mon, 15 Feb 2021 14:40:12 +0700"
51,รถยุโรปตัวล่าง หรือรถญี่ปุ่นตัวท๊อป กับภาพลักษณ์ของการเป็นเซลล์,เรื่องมีอยู่ว่า แฟนผม อายุ 28 เป็นเซลล์มา 5 ปี มีผลงานค่อนข้างดีจึงจะเลื่อนขึ้นเป็นระดับหัวหน้า ช่วง 5 ปีที่ผ่านมา แฟนผมใช้ JAZZ วิ่งหาลูกค้าอยู่ เพราะเป็นรถคันแรกที่ซื้อมาเพื่อทำงาน ซึ่งผมเข้าใจว่าเม,https://pantip.com/topic/40522103,"Mon, 15 Feb 2021 14:38:16 +0700"
52,ถ้าแค่ OR บอกว่าจะรุก software cloud AI machine learning ด้วย วิ่งเป็นม้าแน่ฮะ,สตอรี่เด่นกว่า กัญชงอีกนะฮะ,https://pantip.com/topic/40522102,"Mon, 15 Feb 2021 14:37:54 +0700"
53,รถทัวร์ภูเก็ต - กรุงเทพ,คืออยากทราบว่า รถทัวร์ภูเก็ตไปกรุงเทพ ( สาตใต้ใหม่ ) ผ่านเดอะมอลบางแคไหม รบกวนผู้มีประสบการณ์หน่อยค่ะ,https://pantip.com/topic/40522101,"Mon, 15 Feb 2021 14:37:08 +0700"
54,คิดมากเรื่องแฟนเก่าของแฟนเรา,คือเรื่องมีอยู่เรากับแฟนคบกันมาได้สักพักนึงแล้วค่ะ แต่มีอยู่ช่วงๆแรกคสพ.ของเรากับแฟนมันคลุมเครือมากๆ(ตอนนั้นยังไม่ได้เป็นแฟนกัน) เราก็เลยคุยกับคนอื่นแล้วเขาก็จับได้ว่าเราคุยกับคนอื่นแล้วเราเองก็สัญญาก,https://pantip.com/topic/40522100,"Mon, 15 Feb 2021 14:36:37 +0700"
55,อยากเปลี่ยนบ้านเลขที่ค่ะ น้องชายซื้อบ้านจากคนในหมู่บ้านตำบลเดียวกันแต่มันเป็นบ้านเลขที่ ทับจากบ้านคนอื่น,น้องชายซื้อบ้านจากคนในหมู่บ้านตำบลเดียวกันแต่มันเป็นบ้านเลขที่ ทับจากบ้านคนอื่นที่ไม่ค่อยถูกกัน จะต้องบอกเจ้าหน้าที่ทะเบียนว่ายังไงค่ะ,https://pantip.com/topic/40522099,"Mon, 15 Feb 2021 14:35:58 +0700"
56,มีเงินเข้าบัญชีธนาคารกรุงเทพ เวลา 03.01 จำนวน 107774.27 บาท สงสัยว่าเงินอะไร,"มีรายการโอนเงินผ่าน SMART 15 ก.พ.2564 เวลา 03.01 น. จำนวน 107,774.27 บาท เข้ามาในบัญชีธนาคารกรุงเทพ พยายามนึกให้ออกว่า เงินอะไร ก็นึกไม่ออก กรรมธรรม์ประกันชีวิตก็ยังไม่ถึงเวลา หุ้นกู้ ดอกเบี้ยก็ไม่น่า",https://pantip.com/topic/40522098,"Mon, 15 Feb 2021 14:35:52 +0700"
57,RPG Maker MZ กับ MV มีความแตกต่างกันยังไงบ้างคะ มือใหม่ควรใช้ตัวไหนก่อนคะ,RPG Maker MZ กับ MV มีความแตกต่างกันยังไงบ้างคะ มือใหม่ควรใช้ตัวไหนก่อนคะ ตอนนี้เราเล็งไปที่ตัว MZ มากกว่าแต่จากที่อ่านมาหลายๆคนบอกว่าไม่ต่างกันมาก,https://pantip.com/topic/40522097,"Mon, 15 Feb 2021 14:35:31 +0700"
